company_name,ticker_symbol,market_cap,url
"Spirit Realty Capital, Inc. Common Stock",SRC,"5,838,392,616",https://www.nasdaq.com/market-activity/stocks/src
Evercore Inc. Class A Common Stock,EVR,"5,830,590,933",https://www.nasdaq.com/market-activity/stocks/evr
Brunswick Corporation Common Stock,BC,"5,828,431,286",https://www.nasdaq.com/market-activity/stocks/bc
Altair Engineering Inc. Class A Common Stock,ALTR,"5,826,567,290",https://www.nasdaq.com/market-activity/stocks/altr
"Acuity Brands, Inc.",AYI,"5,819,112,766",https://www.nasdaq.com/market-activity/stocks/ayi
Blue Owl Capital Corporation Common Stock,OBDC,"5,807,019,733",https://www.nasdaq.com/market-activity/stocks/obdc
Intra-Cellular Therapies Inc. Common Stock,ITCI,"5,802,196,617",https://www.nasdaq.com/market-activity/stocks/itci
"TriNet Group, Inc. Common Stock",TNET,"5,795,320,391",https://www.nasdaq.com/market-activity/stocks/tnet
Credit Acceptance Corporation Common Stock,CACC,"5,794,108,543",https://www.nasdaq.com/market-activity/stocks/cacc
"AutoNation, Inc. Common Stock",AN,"5,787,035,831",https://www.nasdaq.com/market-activity/stocks/an
"10x Genomics, Inc. Class A Common Stock",TXG,"5,773,308,073",https://www.nasdaq.com/market-activity/stocks/txg
Zions Bancorporation N.A. Common Stock,ZION,"5,767,432,745",https://www.nasdaq.com/market-activity/stocks/zion
"Thor Industries, Inc. Common Stock",THO,"5,762,119,796",https://www.nasdaq.com/market-activity/stocks/tho
Meritage Homes Corporation Common Stock,MTH,"5,743,047,189",https://www.nasdaq.com/market-activity/stocks/mth
"Frontier Communications Parent, Inc. Common Stock",FYBR,"5,736,715,260",https://www.nasdaq.com/market-activity/stocks/fybr
FS KKR Capital Corp. Common Stock,FSK,"5,732,959,884",https://www.nasdaq.com/market-activity/stocks/fsk
Ultrapar Participacoes S.A. (New) American Depositary Shares (Each representing one Common Share),UGP,"5,717,324,009",https://www.nasdaq.com/market-activity/stocks/ugp
ChampionX Corporation Common Stock,CHX,"5,680,368,000",https://www.nasdaq.com/market-activity/stocks/chx
"DoubleVerify Holdings, Inc. Common Stock",DV,"5,675,834,276",https://www.nasdaq.com/market-activity/stocks/dv
"Immunovant, Inc. Common Stock",IMVT,"5,669,301,037",https://www.nasdaq.com/market-activity/stocks/imvt
"BridgeBio Pharma, Inc. Common Stock",BBIO,"5,657,408,531",https://www.nasdaq.com/market-activity/stocks/bbio
"MSC Industrial Direct Company, Inc. Common Stock",MSM,"5,634,277,695",https://www.nasdaq.com/market-activity/stocks/msm
Capri Holdings Limited Ordinary Shares,CPRI,"5,629,730,514",https://www.nasdaq.com/market-activity/stocks/cpri
"MKS Instruments, Inc. Common Stock",MKSI,"5,621,806,290",https://www.nasdaq.com/market-activity/stocks/mksi
"Insight Enterprises, Inc. Common Stock",NSIT,"5,615,268,359",https://www.nasdaq.com/market-activity/stocks/nsit
"Choice Hotels International, Inc. Common Stock",CHH,"5,608,316,755",https://www.nasdaq.com/market-activity/stocks/chh
Hamilton Lane Incorporated Class A Common Stock,HLNE,"5,600,253,661",https://www.nasdaq.com/market-activity/stocks/hlne
Wintrust Financial Corporation Common Stock,WTFC,"5,589,663,521",https://www.nasdaq.com/market-activity/stocks/wtfc
"Popular, Inc. Common Stock",BPOP,"5,586,911,785",https://www.nasdaq.com/market-activity/stocks/bpop
Global-E Online Ltd. Ordinary Shares,GLBE,"5,582,500,500",https://www.nasdaq.com/market-activity/stocks/glbe
"Shift4 Payments, Inc. Class A Common Stock",FOUR,"5,556,078,964",https://www.nasdaq.com/market-activity/stocks/four
Masimo Corporation Common Stock,MASI,"5,514,513,789",https://www.nasdaq.com/market-activity/stocks/masi
Novanta Inc. Common Stock,NOVT,"5,510,857,839",https://www.nasdaq.com/market-activity/stocks/novt
Reynolds Consumer Products Inc. Common Stock,REYN,"5,510,642,221",https://www.nasdaq.com/market-activity/stocks/reyn
Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares,GOL,"5,504,888,005",https://www.nasdaq.com/market-activity/stocks/gol
"F&G Annuities & Life, Inc. Common Stock",FG,"5,501,777,301",https://www.nasdaq.com/market-activity/stocks/fg
International Game Technology Ordinary Shares,IGT,"5,499,630,000",https://www.nasdaq.com/market-activity/stocks/igt
Bausch + Lomb Corporation Common Shares,BLCO,"5,494,401,343",https://www.nasdaq.com/market-activity/stocks/blco
Alamos Gold Inc. Class A Common Shares,AGI,"5,457,294,646",https://www.nasdaq.com/market-activity/stocks/agi
Argo Blockchain plc 8.75% Senior Notes due 2026,ARBKL,"5,449,610,190",https://www.nasdaq.com/market-activity/stocks/arbkl
"DT Midstream, Inc. Common Stock",DTM,"5,443,953,119",https://www.nasdaq.com/market-activity/stocks/dtm
"OneMain Holdings, Inc. Common Stock",OMF,"5,423,263,438",https://www.nasdaq.com/market-activity/stocks/omf
Pan American Silver Corp. Common Stock,PAAS,"5,419,222,800",https://www.nasdaq.com/market-activity/stocks/paas
Sunoco LP Common Units representing limited partner interests,SUN,"5,396,559,461",https://www.nasdaq.com/market-activity/stocks/sun
"Vaxcyte, Inc. Common Stock",PCVX,"5,392,372,023",https://www.nasdaq.com/market-activity/stocks/pcvx
"Viper Energy, Inc. Class A Common Stock",VNOM,"5,360,526,161",https://www.nasdaq.com/market-activity/stocks/vnom
Commercial Metals Company Common Stock,CMC,"5,351,918,591",https://www.nasdaq.com/market-activity/stocks/cmc
"Braze, Inc. Class A Common Stock",BRZE,"5,347,708,782",https://www.nasdaq.com/market-activity/stocks/brze
Sonoco Products Company Common Stock,SON,"5,337,642,274",https://www.nasdaq.com/market-activity/stocks/son
Clarivate Plc Ordinary Shares,CLVT,"5,331,300,742",https://www.nasdaq.com/market-activity/stocks/clvt
Vornado Realty Trust Common Stock,VNO,"5,323,299,515",https://www.nasdaq.com/market-activity/stocks/vno
"AAON, Inc. Common Stock",AAON,"5,308,538,956",https://www.nasdaq.com/market-activity/stocks/aaon
"Option Care Health, Inc. Common Stock",OPCH,"5,296,203,116",https://www.nasdaq.com/market-activity/stocks/opch
"Chart Industries, Inc. Common Stock",GTLS,"5,285,259,521",https://www.nasdaq.com/market-activity/stocks/gtls
Vontier Corporation Common Stock,VNT,"5,284,180,277",https://www.nasdaq.com/market-activity/stocks/vnt
Bright Horizons Family Solutions Inc. Common Stock,BFAM,"5,283,243,623",https://www.nasdaq.com/market-activity/stocks/bfam
Essent Group Ltd. Common Shares,ESNT,"5,280,348,314",https://www.nasdaq.com/market-activity/stocks/esnt
"Halozyme Therapeutics, Inc. Common Stock",HALO,"5,277,319,495",https://www.nasdaq.com/market-activity/stocks/halo
NewMarket Corp Common Stock,NEU,"5,266,719,126",https://www.nasdaq.com/market-activity/stocks/neu
Synovus Financial Corp. Common Stock,SNV,"5,239,846,919",https://www.nasdaq.com/market-activity/stocks/snv
"MasTec, Inc. Common Stock",MTZ,"5,236,219,729",https://www.nasdaq.com/market-activity/stocks/mtz
Timken Company (The) Common Stock,TKR,"5,235,618,949",https://www.nasdaq.com/market-activity/stocks/tkr
"Post Holdings, Inc. Common Stock",POST,"5,230,308,318",https://www.nasdaq.com/market-activity/stocks/post
"Columbia Banking System, Inc. Common Stock",COLB,"5,193,537,071",https://www.nasdaq.com/market-activity/stocks/colb
"Lyft, Inc. Class A Common Stock",LYFT,"5,191,401,771",https://www.nasdaq.com/market-activity/stocks/lyft
"Maximus, Inc. Common Stock",MMS,"5,189,699,120",https://www.nasdaq.com/market-activity/stocks/mms
BOK Financial Corporation Common Stock,BOKF,"5,178,985,931",https://www.nasdaq.com/market-activity/stocks/bokf
Colliers International Group Inc. Subordinate Voting Shares,CIGI,"5,166,613,466",https://www.nasdaq.com/market-activity/stocks/cigi
"Allegro MicroSystems, Inc. Common Stock",ALGM,"5,165,997,839",https://www.nasdaq.com/market-activity/stocks/algm
Taylor Morrison Home Corporation Common Stock,TMHC,"5,165,051,174",https://www.nasdaq.com/market-activity/stocks/tmhc
Kinetik Holdings Inc. Class A Common Stock,KNTK,"5,156,827,205",https://www.nasdaq.com/market-activity/stocks/kntk
Workiva Inc. Class A Common Stock,WK,"5,150,777,926",https://www.nasdaq.com/market-activity/stocks/wk
"FirstCash Holdings, Inc. Common Stock",FCFS,"5,140,497,652",https://www.nasdaq.com/market-activity/stocks/fcfs
CRISPR Therapeutics AG Common Shares,CRSP,"5,126,570,065",https://www.nasdaq.com/market-activity/stocks/crsp
The AZEK Company Inc. Class A Common Stock,AZEK,"5,123,692,637",https://www.nasdaq.com/market-activity/stocks/azek
"Beacon Roofing Supply, Inc. Common Stock",BECN,"5,084,190,181",https://www.nasdaq.com/market-activity/stocks/becn
Cadence Bank Common Stock,CADE,"5,080,516,081",https://www.nasdaq.com/market-activity/stocks/cade
Zurn Elkay Water Solutions Corporation Common Stock,ZWS,"5,078,902,094",https://www.nasdaq.com/market-activity/stocks/zws
Polaris Inc. Common Stock,PII,"5,074,637,092",https://www.nasdaq.com/market-activity/stocks/pii
Rithm Capital Corp. Common Stock,RITM,"5,073,747,641",https://www.nasdaq.com/market-activity/stocks/ritm
ATI Inc. Common Stock,ATI,"5,071,194,177",https://www.nasdaq.com/market-activity/stocks/ati
Flowserve Corporation Common Stock,FLS,"5,054,156,466",https://www.nasdaq.com/market-activity/stocks/fls
Valley National Bancorp Common Stock,VLY,"5,051,456,586",https://www.nasdaq.com/market-activity/stocks/vly
Sensata Technologies Holding plc Ordinary Shares,ST,"5,049,202,967",https://www.nasdaq.com/market-activity/stocks/st
"Lantheus Holdings, Inc. Common Stock",LNTH,"5,048,335,468",https://www.nasdaq.com/market-activity/stocks/lnth
Atkore Inc. Common Stock,ATKR,"5,046,526,257",https://www.nasdaq.com/market-activity/stocks/atkr
"IDACORP, Inc. Common Stock",IDA,"5,044,314,519",https://www.nasdaq.com/market-activity/stocks/ida
"Nexstar Media Group, Inc. Common Stock",NXST,"5,043,166,908",https://www.nasdaq.com/market-activity/stocks/nxst
Terreno Realty Corporation Common Stock,TRNO,"5,030,083,664",https://www.nasdaq.com/market-activity/stocks/trno
Element Solutions Inc. Common Stock,ESI,"5,028,369,657",https://www.nasdaq.com/market-activity/stocks/esi
"Clearway Energy, Inc. Class C Common Stock",CWEN,"5,027,745,424",https://www.nasdaq.com/market-activity/stocks/cwen
Iridium Communications Inc Common Stock,IRDM,"5,025,855,968",https://www.nasdaq.com/market-activity/stocks/irdm
MGIC Investment Corporation Common Stock,MTG,"5,013,790,691",https://www.nasdaq.com/market-activity/stocks/mtg
PBF Energy Inc. Class A Common Stock,PBF,"5,007,802,635",https://www.nasdaq.com/market-activity/stocks/pbf
"Wolfspeed, Inc. Common Stock",WOLF,"4,972,908,499",https://www.nasdaq.com/market-activity/stocks/wolf
ESAB Corporation Common Stock,ESAB,"4,951,268,565",https://www.nasdaq.com/market-activity/stocks/esab
"Allison Transmission Holdings, Inc. Common Stock",ALSN,"4,911,815,842",https://www.nasdaq.com/market-activity/stocks/alsn
Dutch Bros Inc. Class A Common Stock,BROS,"4,899,011,521",https://www.nasdaq.com/market-activity/stocks/bros
Sealed Air Corporation Common Stock,SEE,"4,883,368,109",https://www.nasdaq.com/market-activity/stocks/see
PLDT Inc. Sponsored ADR,PHI,"4,874,218,284",https://www.nasdaq.com/market-activity/stocks/phi
"Inspire Medical Systems, Inc. Common Stock",INSP,"4,874,148,362",https://www.nasdaq.com/market-activity/stocks/insp
"Casella Waste Systems, Inc. Class A Common Stock",CWST,"4,868,809,334",https://www.nasdaq.com/market-activity/stocks/cwst
"Red Rock Resorts, Inc. Class A Common Stock",RRR,"4,861,188,633",https://www.nasdaq.com/market-activity/stocks/rrr
"Leonardo DRS, Inc. Common Stock",DRS,"4,856,468,848",https://www.nasdaq.com/market-activity/stocks/drs
Columbia Sportswear Company Common Stock,COLM,"4,848,487,850",https://www.nasdaq.com/market-activity/stocks/colm
Atlas Corp. 7.125% Notes due 2027,ATCOL,"4,844,419,119",https://www.nasdaq.com/market-activity/stocks/atcol
UGI Corporation Common Stock,UGI,"4,838,036,434",https://www.nasdaq.com/market-activity/stocks/ugi
"Mueller Industries, Inc. Common Stock",MLI,"4,836,352,866",https://www.nasdaq.com/market-activity/stocks/mli
Kite Realty Group Trust Common Stock,KRG,"4,826,521,590",https://www.nasdaq.com/market-activity/stocks/krg
Comp En De Mn Cemig ADS American Depositary Shares,CIG,"4,821,001,807",https://www.nasdaq.com/market-activity/stocks/cig
Apartment Income REIT Corp. Common Stock,AIRC,"4,818,421,067",https://www.nasdaq.com/market-activity/stocks/airc
"Tenable Holdings, Inc. Common Stock",TENB,"4,811,872,411",https://www.nasdaq.com/market-activity/stocks/tenb
"ExlService Holdings, Inc. Common Stock",EXLS,"4,794,304,837",https://www.nasdaq.com/market-activity/stocks/exls
Freedom Holding Corp. Common Stock,FRHC,"4,791,229,629",https://www.nasdaq.com/market-activity/stocks/frhc
Polestar Automotive Holding UK PLC Class A ADS,PSNY,"4,789,568,340",https://www.nasdaq.com/market-activity/stocks/psny
"United Bankshares, Inc. Common Stock",UBSI,"4,771,231,410",https://www.nasdaq.com/market-activity/stocks/ubsi
Macy's Inc Common Stock,M,"4,766,135,087",https://www.nasdaq.com/market-activity/stocks/m
"Home BancShares, Inc. Common Stock",HOMB,"4,763,822,872",https://www.nasdaq.com/market-activity/stocks/homb
"Varonis Systems, Inc. Common Stock",VRNS,"4,752,532,390",https://www.nasdaq.com/market-activity/stocks/vrns
GameStop Corporation Common Stock,GME,"4,750,747,598",https://www.nasdaq.com/market-activity/stocks/gme
Valaris Limited Common Shares,VAL,"4,749,119,935",https://www.nasdaq.com/market-activity/stocks/val
Old National Bancorp Common Stock,ONB,"4,740,460,200",https://www.nasdaq.com/market-activity/stocks/onb
Transocean Ltd (Switzerland) Common Stock,RIG,"4,732,830,449",https://www.nasdaq.com/market-activity/stocks/rig
Natura &Co Holding S.A. American Depositary Shares,NTCO,"4,730,807,377",https://www.nasdaq.com/market-activity/stocks/ntco
Axis Capital Holdings Limited Common Stock,AXS,"4,724,945,657",https://www.nasdaq.com/market-activity/stocks/axs
"Ryder System, Inc. Common Stock",R,"4,720,762,102",https://www.nasdaq.com/market-activity/stocks/r
"Entergy New Orleans, LLC First Mortgage Bonds, 5.50% Series due April 1, 2066",ENO,"4,717,964,281",https://www.nasdaq.com/market-activity/stocks/eno
MakeMyTrip Limited Ordinary Shares,MMYT,"4,711,131,696",https://www.nasdaq.com/market-activity/stocks/mmyt
Bilibili Inc. American Depositary Shares,BILI,"4,707,334,449",https://www.nasdaq.com/market-activity/stocks/bili
"Affiliated Managers Group, Inc. Common Stock",AMG,"4,696,019,540",https://www.nasdaq.com/market-activity/stocks/amg
"Clearwater Analytics Holdings, Inc. Class A Common Stock",CWAN,"4,694,284,133",https://www.nasdaq.com/market-activity/stocks/cwan
"agilon health, inc. Common Stock",AGL,"4,689,772,672",https://www.nasdaq.com/market-activity/stocks/agl
Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),ENIC,"4,689,492,578",https://www.nasdaq.com/market-activity/stocks/enic
"Northern Trust Corporation Depositary Shares Each Representing a 1/1,000th Interest in a Share of Series E Non-Cumulative Perpetual Preferred Stock",NTRSO,"4,683,162,689",https://www.nasdaq.com/market-activity/stocks/ntrso
DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,DTW,"4,680,010,516",https://www.nasdaq.com/market-activity/stocks/dtw
"Sprouts Farmers Market, Inc. Common Stock",SFM,"4,673,828,108",https://www.nasdaq.com/market-activity/stocks/sfm
"Entergy Mississippi, LLC First Mortgage Bonds, 4.90% Series Due October 1, 2066",EMP,"4,671,440,205",https://www.nasdaq.com/market-activity/stocks/emp
Unum Group 6.250% Junior Subordinated Notes due 2058,UNMA,"4,667,442,309",https://www.nasdaq.com/market-activity/stocks/unma
IPG Photonics Corporation Common Stock,IPGP,"4,665,030,377",https://www.nasdaq.com/market-activity/stocks/ipgp
Brookfield Renewable Corporation Class A Subordinate Voting Shares,BEPC,"4,663,666,094",https://www.nasdaq.com/market-activity/stocks/bepc
Rayonier Inc. REIT Common Stock,RYN,"4,659,358,488",https://www.nasdaq.com/market-activity/stocks/ryn
National Fuel Gas Company Common Stock,NFG,"4,657,596,703",https://www.nasdaq.com/market-activity/stocks/nfg
"Installed Building Products, Inc. Common Stock",IBP,"4,650,850,323",https://www.nasdaq.com/market-activity/stocks/ibp
"Dun & Bradstreet Holdings, Inc. Common Stock",DNB,"4,648,581,825",https://www.nasdaq.com/market-activity/stocks/dnb
BRP Inc. (Recreational Products) Common Subordinate Voting Shares,DOOO,"4,631,026,355",https://www.nasdaq.com/market-activity/stocks/dooo
"Blackbaud, Inc. Common Stock",BLKB,"4,623,785,524",https://www.nasdaq.com/market-activity/stocks/blkb
"SK Telecom Co., Ltd. Common Stock",SKM,"4,619,567,670",https://www.nasdaq.com/market-activity/stocks/skm
F.N.B. Corporation Common Stock,FNB,"4,614,535,050",https://www.nasdaq.com/market-activity/stocks/fnb
DXC Technology Company Common Stock,DXC,"4,600,970,986",https://www.nasdaq.com/market-activity/stocks/dxc
Louisiana-Pacific Corporation Common Stock,LPX,"4,600,918,051",https://www.nasdaq.com/market-activity/stocks/lpx
"Valmont Industries, Inc. Common Stock",VMI,"4,594,471,637",https://www.nasdaq.com/market-activity/stocks/vmi
"Grupo Simec, S.A.B. de C.V. American Depositary Shares",SIM,"4,582,862,961",https://www.nasdaq.com/market-activity/stocks/sim
"Flowers Foods, Inc. Common Stock",FLO,"4,581,308,904",https://www.nasdaq.com/market-activity/stocks/flo
Lancaster Colony Corporation Common Stock,LANC,"4,579,379,140",https://www.nasdaq.com/market-activity/stocks/lanc
Valvoline Inc. Common Stock,VVV,"4,579,283,902",https://www.nasdaq.com/market-activity/stocks/vvv
"Joby Aviation, Inc. Common Stock",JOBY,"4,574,818,754",https://www.nasdaq.com/market-activity/stocks/joby
Enstar Group Limited Ordinary Shares,ESGR,"4,573,452,845",https://www.nasdaq.com/market-activity/stocks/esgr
Companhia Siderurgica Nacional S.A. Common Stock,SID,"4,561,763,178",https://www.nasdaq.com/market-activity/stocks/sid
"Alaska Air Group, Inc. Common Stock",ALK,"4,559,970,072",https://www.nasdaq.com/market-activity/stocks/alk
