ticker_symbol,total_revenue,gross_profit,net_income,total_assets,total_liabilities,year
TWLO,"$1,761,776","$915,661","-$490,979","$9,487,433","$1,034,768",2020
TWLO,"$1,134,468","$608,917","-$307,063","$5,150,516","$871,105",2019
ACI,"$77,649,700","$21,755,600","$1,513,500","$26,168,200","$24,511,800",2023
ACI,"$71,887,000","$20,722,400","$1,619,600","$28,123,000","$23,819,900",2022
ACI,"$69,690,400","$20,414,500","$850,200","$26,598,000","$23,674,600",2021
ACI,"$62,455,100","$17,594,200","$466,400","$24,735,100","$22,457,000",2020
TKO,,,,,,No data found
IP,"$21,161,000","$6,018,000","$1,504,000","$23,940,000","$15,443,000",2022
IP,"$19,363,000","$5,531,000","$1,752,000","$25,243,000","$16,161,000",2021
IP,"$17,565,000","$5,226,000","$482,000","$31,718,000","$23,864,000",2020
IP,"$18,317,000","$5,648,000","$1,225,000","$33,471,000","$25,758,000",2019
OC,"$9,761,000","$2,616,000","$1,241,000","$10,752,000","$6,152,000",2022
OC,"$8,498,000","$2,217,000","$995,000","$10,015,000","$5,719,000",2021
OC,"$7,055,000","$1,610,000","-$383,000","$9,481,000","$5,580,000",2020
OC,"$7,160,000","$1,609,000","$405,000","$10,006,000","$5,375,000",2019
FNF,"$11,556,000","$7,367,000","$1,151,000","$65,589,000","$59,970,000",2022
FNF,"$15,643,000","$9,684,000","$2,486,000","$60,690,000","$51,276,000",2021
FNF,"$10,778,000","$7,163,000","$1,442,000","$50,455,000","$42,104,000",2020
FNF,"$8,469,000","$6,211,000","$1,077,000","$10,677,000","$4,951,000",2019
AMH,"$1,490,534","$825,745","$273,138","$12,175,059","$5,679,072",2022
AMH,"$1,303,882","$716,812","$189,092","$10,962,433","$4,902,862",2021
AMH,"$1,172,514","$632,355","$140,374","$9,593,625","$3,804,531",2020
AMH,"$1,132,137","$611,375","$141,039","$9,100,109","$3,764,683",2019
AFRM,"$1,587,985","$1,587,985","-$985,345","$8,155,615","$5,621,432",2023
AFRM,"$1,349,292","$1,349,292","-$707,417","$6,973,792","$4,355,537",2022
AFRM,"$870,464","$870,464","-$441,027","$4,866,967","$2,291,440",2021
AFRM,"$509,528","$509,528","-$112,598","$1,402,251","$965,177",2020
HST,"$4,907,000","$3,252,000","$633,000","$12,269,000","$5,395,000",2022
HST,"$2,890,000","$1,897,000","-$11,000","$12,352,000","$5,785,000",2021
HST,"$1,620,000","$838,000","-$732,000","$12,890,000","$6,461,000",2020
HST,"$5,469,000","$3,476,000","$920,000","$12,305,000","$4,844,000",2019
NIO,"$7,087,268","$739,962","-$1,999,844","$13,847,537","$9,902,404",2022
NIO,"$5,669,926","$1,070,306","-$615,566","$13,004,715","$7,044,303",2021
NIO,"$2,485,999","$286,464","-$820,384","$8,355,291","$3,483,564",2020
NIO,"$1,123,348","-$172,104","-$1,629,555","$2,093,405","$2,788,798",2019
TAP,"$10,701,000","$3,655,200","-$175,300","$25,868,300","$13,178,600",2022
TAP,"$10,279,700","$4,053,400","$1,005,700","$27,619,000","$14,201,900",2021
TAP,"$9,654,000","$3,768,300","-$949,000","$27,331,100","$14,966,100",2020
TAP,"$10,579,400","$4,201,200","$241,700","$28,859,800","$15,440,400",2019
SJM,"$8,529,200","$2,801,800","-$91,300","$14,991,400","$7,700,600",2023
SJM,"$7,998,900","$2,700,700","$631,700","$16,055,000","$7,914,900",2022
SJM,"$8,002,700","$3,138,700","$876,300","$16,284,200","$8,159,400",2021
SJM,"$7,801,000","$3,002,000","$779,500","$16,970,400","$8,779,500",2020
H,"$5,891,000","$4,695,000","$455,000","$12,312,000","$8,613,000",2022
H,"$3,028,000","$2,176,000","-$222,000","$12,603,000","$9,040,000",2021
H,"$2,066,000","$1,374,000","-$703,000","$9,129,000","$5,918,000",2020
H,"$5,020,000","$3,463,000","$766,000","$8,417,000","$4,455,000",2019
BEN,"$7,725,700","$7,725,700","$882,800","$30,121,200","$17,178,200",2023
BEN,"$8,177,100","$8,177,100","$1,291,900","$28,060,600","$15,060,200",2022
BEN,"$8,340,100","$8,340,100","$1,831,200","$24,168,400","$12,012,000",2021
BEN,"$5,533,100","$5,533,100","$798,900","$21,684,500","$11,028,100",2020
NMR,"$10,035,000","$10,035,000","$697,000","$358,944,000","$335,286,000",2023
NMR,"$11,237,000","$11,237,000","$1,178,000","$357,670,000","$333,656,000",2022
NMR,"$12,687,000","$12,687,000","$1,386,000","$384,765,000","$360,376,000",2021
NMR,"$11,929,000","$11,929,000","$2,010,000","$407,576,000","$382,996,000",2020
GFI,"$4,286,700","$1,679,000","$721,700","$7,338,100","$3,130,500",2022
GFI,"$4,195,200","$1,820,300","$829,500","$7,348,800","$3,371,000",2021
GFI,"$3,892,100","$1,741,700","$745,400","$7,472,800","$3,808,300",2020
GFI,"$2,967,100","$933,600","$174,700","$6,561,300","$3,784,300",2019
KIM,"$1,727,684","$1,196,777","$125,976","$17,826,122","$8,217,681",2022
KIM,"$1,364,585","$946,674","$844,059","$18,459,199","$8,546,330",2021
KIM,"$1,057,893","$714,924","$1,000,833","$11,614,498","$5,990,670",2020
KIM,"$1,158,884","$821,933","$410,605","$10,997,867","$6,115,032",2019
APP,"$2,817,058","$1,560,993","-$192,746","$5,847,846","$3,945,169",2022
APP,"$2,793,104","$1,805,009","$35,446","$6,163,579","$4,025,288",2021
APP,"$1,451,086","$895,508","-$125,187","$2,154,593","$2,312,829",2020
APP,"$994,104","$752,830","$119,040","$1,202,485","$1,459,052",2019
WSM,"$8,674,417","$3,677,733","$1,127,904","$4,663,016","$2,961,965",2023
WSM,"$8,245,936","$3,631,963","$1,126,337","$4,625,620","$2,961,413",2022
WSM,"$6,783,189","$2,636,269","$680,714","$4,661,424","$3,010,239",2021
WSM,"$5,898,008","$2,139,092","$356,062","$4,054,042","$2,818,182",2020
U,"$1,391,024","$948,524","-$921,062","$7,833,985","$4,086,154",2022
U,"$1,110,526","$856,896","-$532,607","$4,841,346","$2,446,955",2021
U,"$772,445","$600,098","-$282,308","$2,671,225","$634,082",2020
U,"$541,779","$423,182","-$163,190","$762,860","$368,949",2019
KEY,"$8,130,000",--,"$1,917,000","$189,813,000","$176,359,000",2022
KEY,"$7,561,000",--,"$2,625,000","$186,346,000","$168,923,000",2021
KEY,"$7,337,000",--,"$1,343,000","$170,336,000","$152,355,000",2020
KEY,"$7,694,000",--,"$1,717,000","$144,988,000","$127,950,000",2019
ACM,"$14,378,461","$945,465","$55,332","$11,233,398","$9,021,066",2023
ACM,"$13,148,182","$847,974","$310,611","$11,139,315","$8,662,661",2022
ACM,"$13,340,852","$798,421","$173,185","$11,733,954","$9,021,484",2021
ACM,"$13,239,976","$709,560","-$186,370","$12,998,951","$9,706,393",2020
AGR,"$7,923,000","$7,923,000","$881,000","$41,123,000","$21,743,000",2022
AGR,"$6,974,000","$6,974,000","$707,000","$39,504,000","$20,428,000",2021
AGR,"$6,320,000","$6,320,000","$581,000","$37,823,000","$22,614,000",2020
AGR,"$6,336,000","$6,336,000","$667,000","$34,394,000","$19,204,000",2019
GLPI,"$1,311,685","$1,311,685","$684,653","$10,930,386","$7,152,428",2022
GLPI,"$1,216,351","$1,163,312","$534,047","$10,690,449","$7,505,436",2021
GLPI,"$1,153,165","$1,096,467","$505,711","$9,034,368","$6,359,350",2020
GLPI,"$1,153,473","$1,078,773","$390,881","$8,434,298","$6,360,053",2019
INCY,"$3,394,635","$3,187,638","$340,660","$5,840,984","$1,470,865",2022
INCY,"$2,986,267","$2,835,276","$948,581","$4,933,352","$1,163,348",2021
INCY,"$2,666,702","$2,535,374","-$295,697","$3,560,918","$949,650",2020
INCY,"$2,158,759","$2,044,510","$446,906","$3,426,750","$828,344",2019
AES,"$12,617,000","$2,548,000","-$546,000","$38,363,000","$32,538,000",2022
AES,"$11,141,000","$2,711,000","-$409,000","$32,963,000","$27,139,000",2021
AES,"$9,660,000","$2,693,000","$46,000","$34,603,000","$29,011,000",2020
AES,"$10,189,000","$2,349,000","$303,000","$33,648,000","$27,531,000",2019
LKQ,"$12,794,000","$5,223,000","$1,149,000","$12,038,000","$6,561,000",2022
LKQ,"$13,089,000","$5,322,000","$1,091,000","$12,606,000","$6,810,000",2021
LKQ,"$11,629,000","$4,593,000","$638,000","$12,360,533","$6,680,738",2020
LKQ,"$12,506,109","$4,851,794","$541,260","$12,779,956","$7,747,003",2019
TRU,"$3,709,900","$2,487,000","$269,500","$11,666,300","$7,496,400",2022
TRU,"$2,960,200","$1,968,600","$1,387,100","$12,635,000","$8,726,900",2021
TRU,"$2,530,600","$1,676,700","$343,200","$7,311,600","$4,771,400",2020
TRU,"$2,463,200","$1,657,700","$346,900","$7,113,200","$4,867,800",2019
ZBRA,"$5,781,000","$2,624,000","$463,000","$7,529,000","$4,796,000",2022
ZBRA,"$5,627,000","$2,628,000","$837,000","$6,215,000","$3,231,000",2021
ZBRA,"$4,448,000","$2,003,000","$504,000","$5,375,000","$3,231,000",2020
ZBRA,"$4,485,000","$2,100,000","$544,000","$4,711,000","$2,872,000",2019
FMS,"$20,702,701","$5,667,412","$718,697","$38,158,887","$23,228,522",2022
FMS,"$20,036,032","$5,773,616","$1,102,301","$39,081,774","$24,640,672",2021
FMS,"$21,851,562","$6,775,373","$1,424,680","$38,773,307","$25,051,030",2020
FMS,"$19,617,622","$6,056,901","$1,346,585","$36,969,597","$23,546,710",2019
JKHY,"$2,077,702","$858,640","$366,646","$2,773,826","$1,165,316",2023
JKHY,"$1,942,884","$814,270","$362,916","$2,455,564","$1,073,941",2022
JKHY,"$1,758,225","$694,826","$311,469","$2,336,156","$1,016,864",2021
JKHY,"$1,697,067","$688,603","$296,668","$2,428,474","$878,786",2020
VLYPO,"$2,183,476",--,"$568,851","$57,462,749","$51,061,947",2022
VLYPO,"$1,489,239",--,"$473,840","$43,446,443","$38,362,377",2021
VLYPO,"$1,566,751",--,"$390,606","$40,686,076","$36,093,956",2020
VLYPO,"$1,535,520",--,"$309,793","$37,436,020","$33,051,832",2019
IPG,"$10,927,800","$1,844,700","$938,000","$18,845,000","$15,158,800",2022
IPG,"$10,240,700","$1,852,900","$952,800","$19,909,200","$16,367,600",2021
IPG,"$9,061,000","$1,351,600","$351,100","$18,042,700","$15,054,600",2020
IPG,"$10,221,300","$1,492,200","$656,000","$17,751,900","$14,811,300",2019
OKTA,"$1,858,000","$1,312,000","-$815,000","$9,307,000","$3,841,000",2023
OKTA,"$1,300,000","$904,000","-$848,000","$9,206,000","$3,284,000",2022
OKTA,"$835,000","$617,000","-$266,000","$3,298,797","$2,604,754",2021
OKTA,"$586,067","$426,685","-$208,913","$1,955,395","$1,550,051",2020
TPL,"$667,422","$667,422","$446,362","$877,427","$104,540",2022
TPL,"$450,958","$450,958","$269,980","$764,064","$112,353",2021
TPL,"$302,564","$302,564","$176,049","$571,635","$86,451",2020
TPL,"$490,496","$490,496","$318,728","$598,176","$86,039",2019
EVRG,"$5,859,100","$2,629,600","$752,700","$29,489,900","$19,996,600",2022
EVRG,"$5,586,700","$2,631,800","$879,700","$28,520,500","$19,278,800",2021
EVRG,"$4,913,400","$2,388,200","$618,300","$27,114,800","$18,396,300",2020
EVRG,"$5,147,800","$2,413,000","$669,900","$25,975,900","$17,430,600",2019
LECO,"$3,761,211","$1,280,760","$472,224","$3,180,546","$2,146,406",2022
LECO,"$3,234,180","$1,068,605","$276,466","$2,592,307","$1,728,205",2021
LECO,"$2,655,400","$871,341","$206,115","$2,314,453","$1,525,182",2020
LECO,"$3,003,272","$1,007,587","$293,109","$2,371,213","$1,553,041",2019
BEP,"$4,711,000","$3,034,000","$138,000","$64,111,000","$55,472,000",2022
BEP,"$4,096,000","$2,443,000","-$66,000","$55,867,000","$47,068,000",2021
BEP,"$3,810,000","$2,301,000","-$45,000","$49,722,000","$41,776,000",2020
BEP,"$3,971,000","$2,573,000","$80,000","$46,196,000","$40,119,000",2019
GRAB,"$1,433,000","$77,000","-$1,740,000","$9,170,000","$2,567,000",2022
GRAB,"$675,000","-$395,000","-$3,555,000","$11,178,000","$3,445,000",2021
GRAB,"$469,000","-$494,000","-$2,745,000","$5,442,000","$11,841,000",2020
GRAB,,,,,,
REG,"$1,224,022","$878,079","$911,076","$10,860,220","$4,763,235",2022
REG,"$1,166,161","$839,479","$680,613","$10,792,563","$4,755,192",2021
REG,"$1,016,175","$703,098","$36,200","$10,936,904","$4,951,992",2020
REG,"$1,133,138","$826,993","$409,750","$11,132,253","$4,918,905",2019
VTRS,"$16,262,700","$6,497,000","$2,078,600","$50,022,200","$28,949,900",2022
VTRS,"$17,886,300","$5,575,500","-$1,269,100","$54,842,800","$34,350,100",2021
VTRS,"$11,946,000","$3,796,700","-$669,900","$61,553,000","$38,598,900",2020
VTRS,"$11,500,500","$3,897,600","$16,800","$31,255,500","$19,371,700",2019
CELH,"$653,604","$270,869","-$187,282","$1,222,069","$357,490",2022
CELH,"$314,272","$128,169","$3,937","$314,018","$96,973",2021
CELH,"$130,726","$60,974","$8,524","$131,290","$26,962",2020
CELH,"$75,147","$31,302","$9,971","$90,382","$26,923",2019
MORN,"$1,870,600","$1,091,300","$70,500","$3,474,800","$2,267,700",2022
MORN,"$1,699,300","$1,000,900","$193,300","$2,862,700","$1,446,800",2021
MORN,"$1,389,500","$833,100","$223,600","$2,696,000","$1,424,600",2020
MORN,"$1,179,000","$695,900","$152,000","$2,370,900","$1,287,300",2019
EXAS,"$2,084,279","$1,509,885","-$623,506","$6,226,873","$3,183,711",2022
EXAS,"$1,767,087","$1,308,330","-$595,625","$6,684,884","$3,297,248",2021
EXAS,"$1,491,391","$1,137,067","-$823,605","$4,925,092","$2,689,539",2020
EXAS,"$876,293","$659,576","-$213,090","$3,505,768","$1,217,707",2019
TRMB,"$3,676,300","$2,105,600","$449,700","$7,269,000","$3,218,800",2022
TRMB,"$3,676,300","$2,105,600","$449,700","$7,099,600","$3,154,900",2022
TRMB,"$3,659,100","$2,034,700","$492,700","$7,269,000","$3,218,800",2022
TRMB,"$3,659,100","$2,034,700","$492,700","$7,099,600","$3,154,900",2022
TRMB,"$3,147,700","$1,754,900","$389,900","$6,876,900","$3,280,000",2021
TRMB,"$3,264,300","$1,780,900","$514,300","$6,640,700","$3,521,700",2020
MOS,"$19,125,200","$5,755,800","$3,582,800","$23,386,000","$11,331,400",2022
MOS,"$12,357,400","$3,200,300","$1,630,600","$22,036,400","$11,432,300",2021
MOS,"$8,681,700","$1,064,900","$666,100","$19,789,800","$10,208,400",2020
MOS,"$8,906,300","$897,300","-$1,067,400","$19,298,500","$10,113,000",2019
UDR,"$1,517,386","$996,262","$86,924","$11,038,470","$6,100,535",2022
UDR,"$1,290,767","$834,687","$150,016","$10,775,220","$6,032,904",2021
UDR,"$1,241,165","$823,233","$64,266","$9,637,533","$5,547,039",2020
UDR,"$1,152,193","$789,637","$184,965","$9,636,472","$5,259,265",2019
BPYPM,"$7,365,000","$7,365,000","$996,000","$112,516,000","$103,596,000",2022
BPYPM,"$7,100,000","$7,100,000","$3,499,000","$112,004,000","$102,496,000",2021
BPYPM,"$6,593,000","$6,593,000","-$2,058,000","$107,951,000","$94,489,000",2020
BPYPM,"$8,203,000","$8,203,000","$3,157,000","$111,643,000","$96,015,000",2019
AOS,"$3,753,900","$1,329,600","$235,700","$3,332,300","$1,584,600",2022
AOS,"$3,538,900","$1,310,900","$487,100","$3,474,400","$1,642,200",2021
AOS,"$2,895,300","$1,108,200","$344,900","$3,160,700","$1,312,400",2020
AOS,"$2,992,700","$1,180,700","$370,000","$3,058,000","$1,391,200",2019
TPG,"$2,002,887","$2,002,887","-$56,235","$7,941,738","$6,778,431",2022
TPG,"$4,976,387","$4,976,387","$4,655,997","$8,962,013","$7,961,986",2021
TPG,,,,,,
TPG,,,,,,
TPG,,,,,,
TPG,,,,,,
ESTC,"$1,068,989","$772,363","-$236,161","$1,743,482","$1,344,585",2023
ESTC,"$862,374","$630,180","-$203,848","$1,642,931","$1,227,498",2022
ESTC,"$608,489","$447,435","-$129,434","$973,172","$522,341",2021
ESTC,"$427,620","$304,930","-$167,174","$803,911","$390,264",2020
UHAL,"$5,864,691","$5,601,665","$922,998","$18,124,648","$11,596,313",2023
UHAL,"$5,739,747","$5,480,162","$1,123,286","$17,299,581","$11,347,089",2022
UHAL,"$4,541,985","$4,327,926","$610,856","$14,651,606","$9,799,724",2021
UHAL,"$3,978,868","$3,814,850","$442,048","$13,438,024","$9,217,304",2020
NBIX,"$1,488,700","$1,465,500","$154,500","$2,368,700","$660,900",2022
NBIX,"$1,133,500","$1,119,200","$89,600","$2,072,500","$698,500",2021
NBIX,"$1,045,900","$1,035,800","$407,300","$1,734,700","$608,500",2020
NBIX,"$788,100","$780,700","$37,000","$1,306,000","$669,100",2019
GL,"$5,214,906","$1,975,067","$739,704","$25,537,159","$20,641,298",2022
GL,"$5,112,869","$1,921,743","$744,959","$29,768,048","$21,125,242",2021
GL,"$4,737,921","$1,860,196","$731,773","$29,046,731","$20,275,639",2020
GL,"$4,527,532","$1,872,136","$760,790","$25,977,460","$18,683,153",2019
BPYPP,"$7,365,000","$7,365,000","$996,000","$112,516,000","$103,596,000",2022
BPYPP,"$7,100,000","$7,100,000","$3,499,000","$112,004,000","$102,496,000",2021
BPYPP,"$6,593,000","$6,593,000","-$2,058,000","$107,951,000","$94,489,000",2020
BPYPP,"$8,203,000","$8,203,000","$3,157,000","$111,643,000","$96,015,000",2019
BCH,"$3,829,000",--,"$803,000","$54,543,000","$49,349,000",2019
BCH,"$3,849,000",--,"$870,000","$51,299,000","$46,005,000",2018
BCH,"$4,006,000",--,"$930,000","$52,947,000","$47,182,000",2017
BCH,"$3,774,000",--,"$859,000","$46,817,000","$41,879,000",2016
SNN,"$5,215,000","$3,675,000","$223,000","$9,966,000","$4,707,000",2022
SNN,"$5,212,000","$3,669,000","$524,000","$10,920,000","$5,352,000",2021
SNN,"$4,560,000","$3,164,000","$448,000","$11,012,000","$5,733,000",2020
SNN,"$5,138,000","$3,800,000","$600,000","$9,299,000","$4,158,000",2019
RDY,"$2,992,000","$1,696,000","$548,000","$3,916,000","$1,106,000",2023
RDY,"$2,829,000","$1,502,000","$311,000","$3,864,000","$1,350,000",2022
RDY,"$2,595,000","$1,410,000","$236,000","$3,631,000","$1,264,000",2021
RDY,"$2,308,000","$1,243,000","$258,000","$3,070,000","$1,021,000",2020
RBA,"$1,733,808","$957,107","$319,758","$2,863,727","$1,574,118",2022
RBA,"$1,416,971","$813,792","$151,854","$3,592,914","$2,522,239",2021
RBA,"$1,377,260","$754,439","$170,358","$2,351,529","$1,344,284",2020
RBA,"$1,318,641","$672,825","$149,140","$2,229,430","$1,327,597",2019
ARCC,"$1,641,000","$1,641,000","$600,000","$22,398,000","$12,843,000",2022
ARCC,"$1,448,000","$1,448,000","$1,567,000","$20,843,000","$11,975,000",2021
ARCC,"$1,194,000","$1,194,000","$484,000","$16,196,000","$9,020,000",2020
ARCC,"$1,237,000","$1,237,000","$793,000","$14,905,000","$7,438,000",2019
UGIC,"$10,106,000","$4,133,000","$1,073,000","$17,575,000","$11,509,000",2022
UGIC,"$7,447,000","$4,833,000","$1,467,000","$16,723,000","$11,201,000",2021
UGIC,"$6,559,000","$3,410,000","$532,000","$13,985,000","$9,857,000",2020
UGIC,"$7,320,000","$2,997,000","$256,000","$13,347,000","$9,530,000",2019
BURL,"$8,702,604","$3,530,889","$230,123","$7,269,597","$6,474,692",2023
BURL,"$9,322,256","$3,886,101","$408,839","$7,089,513","$6,329,096",2022
BURL,"$5,763,980","$2,208,956","-$216,499","$6,781,092","$6,316,338",2021
BURL,"$7,286,398","$3,057,658","$465,116","$5,593,859","$5,065,710",2020
OVV,"$12,464,000","$12,464,000","$3,637,000","$15,056,000","$7,367,000",2022
OVV,"$8,658,000","$8,658,000","$1,416,000","$14,055,000","$8,981,000",2021
OVV,"$6,087,000","$6,087,000","-$6,097,000","$14,469,000","$10,632,000",2020
OVV,"$6,726,000","$6,726,000","$234,000","$21,487,000","$11,557,000",2019
UTHR,"$1,936,300","$1,784,700","$727,300","$6,044,500","$1,247,800",2022
UTHR,"$1,685,500","$1,563,000","$475,800","$5,169,100","$1,210,200",2021
UTHR,"$1,483,300","$1,375,200","$514,800","$4,615,000","$1,219,800",2020
UTHR,"$1,448,800","$1,331,200","-$104,500","$3,913,400","$1,133,000",2019
DKS,"$12,368,198","$4,284,558","$1,043,138","$8,992,196","$6,467,573",2023
DKS,"$12,293,368","$4,711,886","$1,519,871","$9,041,676","$6,940,090",2022
DKS,"$9,584,019","$3,050,707","$530,251","$7,752,859","$5,413,325",2021
DKS,"$8,750,743","$2,554,558","$297,462","$6,628,560","$4,896,962",2020
CNA,"$11,879,000","$5,493,000","$894,000","$60,927,000","$52,102,000",2022
CNA,"$11,908,000","$5,559,000","$1,202,000","$66,639,000","$53,830,000",2021
CNA,"$10,808,000","$4,638,000","$690,000","$64,026,000","$51,319,000",2020
CNA,"$10,767,000","$4,961,000","$1,000,000","$60,612,000","$48,397,000",2019
BPYPO,"$7,365,000","$7,365,000","$996,000","$112,516,000","$103,596,000",2022
BPYPO,"$7,100,000","$7,100,000","$3,499,000","$112,004,000","$102,496,000",2021
BPYPO,"$6,593,000","$6,593,000","-$2,058,000","$107,951,000","$94,489,000",2020
BPYPO,"$8,203,000","$8,203,000","$3,157,000","$111,643,000","$96,015,000",2019
PAYC,"$1,375,218","$1,162,477","$281,389","$3,902,513","$2,719,906",2022
PAYC,"$1,055,524","$893,638","$195,960","$3,215,145","$2,321,431",2021
PAYC,"$841,434","$717,888","$143,453","$2,607,912","$1,952,269",2020
PAYC,"$737,671","$627,924","$180,576","$2,486,917","$1,960,289",2019
RVTY,"$3,311,822","$1,989,830","$569,179","$14,129,855","$6,746,979",2023
RVTY,"$3,827,808","$2,433,987","$943,157","$15,000,554","$7,859,309",2022
RVTY,"$2,663,230","$1,730,179","$727,887","$7,960,315","$4,224,823",2021
RVTY,"$2,883,673","$1,396,055","$227,558","$6,538,564","$3,724,740",2019
FLEX,"$30,346,000","$2,265,000","$793,000","$21,395,000","$16,044,000",2023
FLEX,"$26,041,000","$1,932,000","$936,000","$19,325,000","$15,118,000",2022
FLEX,"$24,124,000","$1,687,000","$613,000","$15,836,000","$12,400,000",2021
FLEX,"$24,210,000","$1,339,000","$88,000","$13,690,000","$10,859,000",2020
PNR,"$4,121,800","$1,364,600","$480,900","$6,447,500","$3,739,400",2022
PNR,"$3,764,800","$1,319,200","$553,000","$4,753,600","$2,331,700",2021
PNR,"$3,017,800","$1,057,600","$358,600","$4,197,200","$2,090,900",2020
PNR,"$2,957,200","$1,051,500","$355,700","$4,139,500","$2,185,600",2019
REXR,"$631,194","$480,691","$167,584","$9,259,283","$2,702,345",2022
